
=== Lancement : 2026-04-01 11:52:05.739553 ===
id f z x
21 -4920.314844 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0011111111000110001001111101011011001110001001110011111110001011111001101110011101010000010110100100
22 -4616.023176 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1010001111010001011111110110101100011011001011000010001111101101111101100000011100100010110100001100
23 -5165.587846 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1001110101101010100000101000000011011011110101101010100010011100011110000011101101110000011000110100
24 -6120.700339 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0111110000110101011101000001000011001000110001011100000010110110111100100000101111010101100100110100
25 -4539.417662 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1011010100110010010001101000000100100110110011011111111110101000101001110000110100011110000100001111
26 -4663.070718 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0001011011110001111111000100101010001111001111110100100110010000111011110111101010001101011011000010
27 -4421.572154 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0010101001001011101100100100100011010111101001101011001110111011011011111011111000100111101101101010
28 -4458.214561 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1100000010001000000111010110101111100001000110110101011001010100100011111001001011111100001100000100
29 -4516.231427 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1010011101000000010100110010100100100010111101001000111001111001111000000110001100000101000110000111

Min       : -6120.700339
Max       : -4071.971891
Moyenne   : -4798.642835
Écart-type: 491.379298
Médiane   : -4640.537974
