algorithme,instance,run,f
random_search_cont,1,3,-6600.542139
random_search_cont,1,4,-7310.56214
random_search_cont,1,5,-6946.522645
random_search_cont,1,6,-6765.726434
random_search_cont,1,7,-6882.726433
random_search_cont,1,8,-7758.010923
random_search_cont,1,9,-7219.711714
random_search_cont,1,10,-6716.38468
random_search_cont,1,11,-6950.77342
random_search_cont,1,12,-7521.124025
random_search_cont,1,13,-7314.808319
random_search_cont,1,14,-6770.245322
random_search_cont,1,15,-6890.240226
random_search_cont,1,16,-6262.40916
random_search_cont,1,17,-6560.938754
random_search_cont,1,18,-6907.000421
random_search_cont,1,19,-6868.242553
random_search_cont,1,20,-7077.139911
random_search_cont,1,21,-6907.16475
random_search_cont,1,22,-7176.579942
random_search_cont,1,23,-6773.260209
random_search_cont,1,24,-7362.527937
random_search_cont,1,25,-7667.585471
random_search_cont,1,26,-7937.189206
random_search_cont,1,27,-7466.694981
random_search_cont,1,28,-7295.583246
random_search_cont,1,29,-7598.922903
random_search_cont,2,0,-6730.543628
random_search_cont,2,1,-6728.847486
random_search_cont,2,2,-7267.753814
random_search_cont,2,3,-7359.219462
random_search_cont,2,4,-6906.407993
random_search_cont,2,5,-7857.403858
random_search_cont,2,6,-7046.330488
random_search_cont,2,7,-6523.182395
random_search_cont,2,8,-7262.784104
random_search_cont,2,9,-7106.567538
random_search_cont,2,10,-7160.328828
random_search_cont,2,11,-6606.170672
random_search_cont,2,12,-6468.610984
random_search_cont,2,13,-7994.011577
random_search_cont,2,14,-7039.273408
random_search_cont,2,15,-7300.857682
random_search_cont,2,16,-6314.326148
random_search_cont,2,17,-6563.612803
random_search_cont,2,18,-6794.428875
random_search_cont,2,19,-6997.173925
random_search_cont,2,20,-6726.970389
random_search_cont,2,21,-6785.334338
random_search_cont,2,22,-6602.93469
random_search_cont,2,23,-6426.940676
random_search_cont,2,24,-6929.167237
random_search_cont,2,25,-7136.939276
random_search_cont,2,26,-6880.726463
random_search_cont,2,27,-6942.412909
random_search_cont,2,28,-6831.33321
random_search_cont,2,29,-6482.728577
random_search_cont,3,0,-12209.558047
random_search_cont,3,1,-12306.687177
random_search_cont,3,2,-12059.123283
random_search_cont,3,3,-13056.794373
random_search_cont,3,4,-13811.895095
random_search_cont,3,5,-13687.265901
random_search_cont,3,6,-13239.394723
random_search_cont,3,7,-14063.21321
random_search_cont,3,8,-12630.470679
random_search_cont,3,9,-12136.936167
random_search_cont,3,10,-12444.023352
random_search_cont,3,11,-13082.174069
random_search_cont,3,12,-11725.685172
random_search_cont,3,13,-13152.267413
random_search_cont,3,14,-12877.745746
random_search_cont,3,15,-12557.894517
random_search_cont,3,16,-13665.711425
random_search_cont,3,17,-12281.820207
random_search_cont,3,18,-12347.084675
random_search_cont,3,19,-12560.09312
random_search_cont,3,20,-13059.162299
random_search_cont,3,21,-14502.056768
random_search_cont,3,22,-12912.69301
random_search_cont,3,23,-12588.513981
random_search_cont,3,24,-14067.962903
random_search_cont,3,25,-12086.544211
random_search_cont,3,26,-13424.704377
random_search_cont,3,27,-11423.013441
random_search_cont,3,28,-12184.546714
random_search_cont,3,29,-12210.74672
random_search_cont,4,0,-9781.576695
random_search_cont,4,1,-8283.149367
random_search_cont,4,2,-8328.342294
random_search_cont,4,3,-9920.52006
random_search_cont,4,4,-8641.103565
random_search_cont,4,5,-9173.249229
random_search_cont,4,6,-9017.288751
random_search_cont,4,7,-9364.22201
random_search_cont,4,8,-9720.431013
random_search_cont,4,9,-8956.222267
random_search_cont,4,10,-9834.422631
random_search_cont,4,11,-9880.653906
random_search_cont,4,12,-9222.486785
random_search_cont,4,13,-9734.591897
random_search_cont,4,14,-8682.382604
random_search_cont,4,15,-9155.709716
random_search_cont,4,16,-9100.258927
random_search_cont,4,17,-9143.333972
random_search_cont,4,18,-10148.850418
random_search_cont,4,19,-8528.149235
random_search_cont,4,20,-9088.130357
random_search_cont,4,21,-8385.590847
random_search_cont,4,22,-9177.160884
random_search_cont,4,23,-9960.646958
random_search_cont,4,24,-8987.617814
random_search_cont,4,25,-9251.229042
random_search_cont,4,26,-8328.45557
random_search_cont,4,27,-10662.124086
random_search_cont,4,28,-8440.096224
random_search_cont,4,29,-9486.828834
random_search_cont,5,0,-14604.28063
random_search_cont,5,1,-12852.587536
random_search_cont,5,2,-12173.340412
random_search_cont,5,3,-13971.748842
random_search_cont,5,4,-14505.183306
random_search_cont,5,5,-13870.237111
random_search_cont,5,6,-12682.665049
random_search_cont,5,7,-12878.725508
random_search_cont,5,8,-11885.132751
random_search_cont,5,9,-13086.270363
random_search_cont,5,10,-14241.780924
random_search_cont,5,11,-12343.401214
random_search_cont,5,12,-13717.011926
random_search_cont,5,13,-12554.643831
random_search_cont,5,14,-12125.968626
random_search_cont,5,15,-12053.8464
random_search_cont,5,16,-12587.253821
random_search_cont,5,17,-14671.643443
random_search_cont,5,18,-15408.212267
random_search_cont,5,19,-15539.355275
random_search_cont,5,20,-14188.137783
random_search_cont,5,21,-14169.267367
random_search_cont,5,22,-13618.564952
random_search_cont,5,23,-13463.782049
random_search_cont,5,24,-16208.83272
random_search_cont,5,25,-13027.283647
random_search_cont,5,26,-15394.561667
random_search_cont,5,27,-13096.561516
random_search_cont,5,28,-12715.117694
random_search_cont,5,29,-11980.567124
random_search_cont,6,0,-12183.278328
random_search_cont,6,1,-13074.578576
